id_cliente,abandono,genero,tercera_edad,tiene_pareja,dependientes,meses_contrato,servicio_telefónico,varias_líneas,servicio_internet,seguridad_online,respaldo_online,protección_dispositivos,soporte_tecnico,tv_por_cable,streming_peliculas,tipo_contrato,factura_electronica,metodo_pago,cargos_mensuales,total_cargos,cargos_diarios
5857_xrecv,0,0,0,0,1,2,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_(automatic),20.5,38.25,0.68
5858_eafcz,0,1,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month_to_month,0,mailed_check,44.45,44.45,1.48
5859_hzylf,0,1,0,1,1,26,1,0,no,0,0,0,0,0,0,two_year,1,credit_card_(automatic),19.15,515.75,0.64
5862_brixz,0,1,0,0,0,46,0,0,dsl,1,0,1,1,1,1,two_year,1,bank_transfer_(automatic),60.75,2893.4,2.02
5863_ookcl,0,0,0,0,0,10,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,18.85,163.2,0.63
5868_czjdr,1,1,0,0,1,1,0,0,dsl,0,1,0,0,0,0,month_to_month,1,mailed_check,31.35,31.35,1.05
5868_ytyks,0,1,0,0,1,1,1,0,no,0,0,0,0,0,0,month_to_month,1,mailed_check,20.25,20.25,0.68
5868_ywpdw,1,1,1,1,0,6,1,0,fiber_optic,0,1,0,0,0,1,month_to_month,1,electronic_check,84.2,519.15,2.81
5871_dgtxz,0,1,0,0,0,32,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.8,607.7,0.66
5872_oeqnh,0,0,0,0,0,60,0,0,dsl,1,0,1,0,0,1,one_year,1,electronic_check,44.45,2773.9,1.48
5875_ypqfj,1,1,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,69.9,69.9,2.33
5876_hzvzm,1,0,0,1,1,6,1,0,dsl,1,1,0,0,0,0,month_to_month,0,credit_card_(automatic),55.9,365.35,1.86
5876_qmyld,0,0,0,1,1,23,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.05,415.1,0.67
5879_hmffh,0,0,0,1,0,72,1,1,dsl,1,1,1,1,1,1,two_year,0,bank_transfer_(automatic),88.05,6520.8,2.94
5879_sesnb,0,0,0,0,0,11,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,0,electronic_check,75.25,888.65,2.51
5882_cmazq,0,0,0,1,1,5,0,0,dsl,0,1,0,1,0,0,month_to_month,0,electronic_check,34.25,163.55,1.14
5883_gtgvd,1,1,0,0,0,19,1,1,fiber_optic,0,1,0,0,1,1,month_to_month,1,electronic_check,99.95,1931.75,3.33
5884_fbctl,0,0,0,1,1,72,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_(automatic),25.1,1857.85,0.84
5884_gcymi,1,1,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,0,mailed_check,69.4,69.4,2.31
5886_vlqvu,0,1,0,1,0,35,1,1,fiber_optic,0,0,0,1,0,1,month_to_month,1,bank_transfer_(automatic),89.85,3161.2,2.99
5887_ikkyo,0,1,0,1,1,58,1,1,fiber_optic,0,0,1,1,0,1,two_year,0,bank_transfer_(automatic),94.35,5563.65,3.14
5889_jtmul,1,0,1,1,0,50,1,1,fiber_optic,0,1,1,0,1,0,month_to_month,1,electronic_check,95.05,4888.7,3.17
5889_lfoll,1,0,0,0,0,13,1,1,fiber_optic,0,0,0,0,0,1,month_to_month,1,electronic_check,84.6,1115.2,2.82
5893_kclgt,0,0,0,0,1,72,1,0,no,0,0,0,0,0,0,two_year,1,mailed_check,19.75,1567.0,0.66
5893_pyolz,0,1,0,0,0,56,1,0,dsl,0,1,1,1,1,1,two_year,1,credit_card_(automatic),81.8,4534.45,2.73
5895_qsxod,0,1,0,0,0,9,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,0,mailed_check,70.05,657.5,2.34
5896_npfww,1,1,0,1,1,3,1,0,dsl,0,0,1,0,0,0,month_to_month,1,electronic_check,50.15,168.15,1.67
5897_zyekh,0,0,1,1,0,67,1,1,fiber_optic,1,1,0,0,1,1,one_year,1,electronic_check,105.6,7112.15,3.52
5898_igslp,0,1,0,1,1,31,1,1,fiber_optic,1,0,1,1,0,0,month_to_month,0,electronic_check,89.3,2823.0,2.98
5899_mqzzl,1,0,0,0,0,13,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,1,mailed_check,75.0,999.45,2.5
5899_ouvkv,0,1,0,0,0,31,1,0,fiber_optic,0,1,0,0,1,1,month_to_month,1,electronic_check,94.5,2979.2,3.15
5902_wblse,0,0,0,1,1,70,1,0,no,0,0,0,0,0,0,two_year,1,credit_card_(automatic),20.15,1411.2,0.67
5906_bfozt,0,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,1,mailed_check,19.5,19.5,0.65
5906_cvlhp,1,0,0,1,1,45,1,0,dsl,0,1,0,1,0,0,one_year,1,credit_card_(automatic),54.15,2319.8,1.8
5906_dvapm,0,0,0,1,1,55,1,1,dsl,1,1,0,1,1,0,one_year,1,credit_card_(automatic),75.0,4213.9,2.5
5908_qmgoe,1,1,1,0,0,15,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,1,credit_card_(automatic),74.2,1133.9,2.47
5909_echui,1,0,0,0,0,1,1,0,dsl,0,0,0,0,0,1,month_to_month,1,electronic_check,56.25,56.25,1.88
5913_inrqv,0,1,1,1,0,34,1,0,fiber_optic,1,0,0,1,1,0,one_year,0,mailed_check,90.15,3128.8,3.01
5914_dvbwj,1,0,1,0,0,18,1,1,fiber_optic,0,1,0,1,0,0,month_to_month,1,electronic_check,85.45,1505.85,2.85
5914_gxmda,0,0,0,1,0,32,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.3,593.2,0.64
5914_xrfqb,0,1,0,1,0,72,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,bank_transfer_(automatic),115.8,8424.9,3.86
5915_anoei,0,1,0,1,0,70,1,1,dsl,1,1,1,1,1,0,two_year,0,mailed_check,79.15,5536.5,2.64
5915_dgnvc,0,0,0,1,0,49,1,1,dsl,1,1,1,0,0,1,one_year,0,electronic_check,71.8,3472.05,2.39
5916_qewpt,0,0,0,1,0,2,1,0,dsl,0,0,1,0,1,1,month_to_month,0,credit_card_(automatic),69.0,147.8,2.3
5917_hbsdw,0,0,0,1,1,37,1,0,no,0,0,0,0,0,0,month_to_month,0,electronic_check,19.35,683.75,0.64
5917_ryrmg,0,1,1,0,0,32,1,0,no,0,0,0,0,0,0,one_year,0,credit_card_(automatic),19.8,587.7,0.66
5918_vukwp,0,0,0,0,0,32,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_(automatic),20.55,654.55,0.68
5919_tmrgd,1,0,0,0,1,1,1,0,fiber_optic,0,0,0,0,1,0,month_to_month,1,electronic_check,79.35,79.35,2.64
5919_vczym,0,1,0,0,0,2,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,20.05,42.7,0.67
5921_ngyrh,0,1,0,1,0,64,1,0,fiber_optic,1,0,0,0,0,0,month_to_month,1,mailed_check,73.55,4764.0,2.45
5922_abdvo,1,0,0,1,0,19,1,1,fiber_optic,0,0,1,0,0,1,month_to_month,0,mailed_check,89.65,1761.05,2.99
5923_gxuoc,1,1,0,0,0,10,1,0,fiber_optic,1,1,1,0,1,1,month_to_month,1,electronic_check,104.4,1081.45,3.48
5924_ifqtt,0,1,0,1,1,13,1,1,dsl,0,1,1,1,1,0,month_to_month,1,electronic_check,72.8,930.05,2.43
5924_sngkp,0,0,0,0,1,41,1,0,no,0,0,0,0,0,0,one_year,1,credit_card_(automatic),20.25,865.0,0.68
5928_qldhb,0,1,0,0,0,9,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,76.25,684.85,2.54
5930_gbiwp,0,1,0,0,0,69,1,1,dsl,1,1,1,1,0,1,two_year,1,credit_card_(automatic),81.5,5553.25,2.72
5931_fljjf,1,1,1,1,0,7,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,mailed_check,70.1,467.55,2.34
5934_rmpov,0,0,0,0,1,22,1,1,fiber_optic,0,0,0,0,0,1,month_to_month,1,electronic_check,84.75,1816.75,2.82
5934_tssau,0,0,0,1,1,23,1,0,fiber_optic,0,0,1,0,0,0,month_to_month,1,credit_card_(automatic),75.3,1702.9,2.51
5935_fccnb,0,0,1,0,0,17,1,1,fiber_optic,0,0,0,0,1,1,month_to_month,1,electronic_check,94.2,1608.15,3.14
5937_eorgb,0,1,1,1,0,15,1,1,fiber_optic,1,0,1,0,1,0,month_to_month,1,electronic_check,96.5,1392.25,3.22
5939_sxwhm,0,1,0,1,1,48,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_(automatic),26.3,1245.05,0.88
5939_xaixz,0,0,0,0,0,19,1,1,dsl,0,0,1,0,0,0,month_to_month,1,mailed_check,56.1,1033.9,1.87
5940_ahuhd,1,1,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,0,mailed_check,70.6,70.6,2.35
5940_nfxkv,1,1,0,1,1,19,1,1,fiber_optic,0,0,0,0,0,1,month_to_month,1,electronic_check,83.65,1465.75,2.79
5944_ugllk,0,1,0,0,0,53,0,0,dsl,0,0,1,1,1,1,one_year,0,credit_card_(automatic),54.9,3045.75,1.83
5945_azyht,0,1,0,1,0,71,1,1,fiber_optic,1,1,1,0,1,1,one_year,1,electronic_check,109.6,7854.15,3.65
5947_sgkcl,0,0,0,1,1,15,1,1,fiber_optic,0,1,1,0,1,1,month_to_month,1,bank_transfer_(automatic),105.35,1559.25,3.51
5948_ujzlf,0,1,0,0,0,2,1,0,dsl,0,1,0,0,0,0,month_to_month,0,mailed_check,49.25,97.0,1.64
5949_ebsqk,1,1,0,1,1,4,1,0,dsl,0,0,0,1,0,1,month_to_month,0,credit_card_(automatic),61.45,229.55,2.05
5949_hgvjl,0,0,0,1,0,26,1,0,dsl,0,1,0,1,1,1,month_to_month,1,electronic_check,73.05,1959.5,2.44
5949_xikae,1,0,0,1,1,8,1,0,fiber_optic,0,1,0,0,1,0,month_to_month,1,electronic_check,83.55,680.05,2.78
5950_aaagj,0,1,0,0,0,18,1,1,fiber_optic,0,0,0,0,1,0,month_to_month,0,bank_transfer_(automatic),84.3,1537.9,2.81
5951_aofih,0,1,0,0,0,33,1,0,dsl,0,1,1,0,1,0,month_to_month,1,credit_card_(automatic),66.4,2245.4,2.21
5954_bdfsg,0,0,0,0,0,72,1,1,fiber_optic,0,0,1,1,1,1,two_year,1,credit_card_(automatic),107.5,7853.7,3.58
5955_epoaz,0,0,0,0,0,6,1,0,no,0,0,0,0,0,0,month_to_month,1,mailed_check,20.95,109.5,0.7
5955_erihd,1,1,0,1,0,18,1,1,fiber_optic,0,0,0,0,1,1,month_to_month,1,electronic_check,94.7,1687.95,3.16
5956_vkdtt,1,0,1,1,0,5,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,74.35,334.8,2.48
5956_yhhrx,0,1,1,0,0,21,1,1,fiber_optic,0,1,1,0,1,1,month_to_month,1,electronic_check,104.35,2271.85,3.48
5959_belxa,1,1,1,0,0,32,1,1,fiber_optic,0,0,0,0,1,1,month_to_month,1,credit_card_(automatic),96.15,3019.25,3.2
5960_mvtuk,0,1,0,0,0,3,0,0,dsl,0,0,0,1,0,0,month_to_month,1,electronic_check,29.75,96.85,0.99
5960_wpxqm,1,1,0,0,0,1,1,0,fiber_optic,0,0,0,0,1,0,month_to_month,1,electronic_check,79.05,79.05,2.64
5961_vusrv,0,0,0,0,0,12,1,0,no,0,0,0,0,0,0,one_year,1,bank_transfer_(automatic),19.35,219.35,0.64
5965_ggprw,0,1,0,1,1,72,1,1,fiber_optic,1,0,1,0,1,1,two_year,0,bank_transfer_(automatic),105.25,7609.75,3.51
5966_emazu,0,1,0,1,0,64,1,1,fiber_optic,1,0,1,1,1,1,one_year,1,mailed_check,108.5,6880.85,3.62
5968_hyjrz,0,1,0,1,1,47,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,24.55,1160.45,0.82
5968_vxzlg,0,1,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month_to_month,1,bank_transfer_(automatic),46.6,87.9,1.55
5968_xqive,0,1,0,1,1,72,1,1,fiber_optic,0,1,0,0,1,0,one_year,1,electronic_check,89.7,6588.95,2.99
5970_ghjaw,0,1,0,1,1,46,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_(automatic),19.95,862.4,0.66
5973_ejgdp,0,1,0,0,0,51,1,1,fiber_optic,0,1,1,1,0,0,month_to_month,1,electronic_check,87.35,4473.0,2.91
5975_baicr,0,1,0,1,1,36,1,0,dsl,1,0,1,0,0,1,one_year,1,credit_card_(automatic),63.7,2188.5,2.12
5976_jcjrh,1,1,0,1,0,10,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,70.3,738.2,2.34
5977_ckhon,0,0,0,1,1,43,1,1,fiber_optic,0,0,1,0,0,1,month_to_month,1,bank_transfer_(automatic),92.55,4039.0,3.08
5980_bdhpy,0,1,0,1,0,72,1,1,dsl,1,1,1,1,1,1,two_year,1,bank_transfer_(automatic),87.1,6230.1,2.9
5980_noplp,1,0,0,1,0,44,1,1,fiber_optic,0,0,0,0,1,1,month_to_month,1,electronic_check,96.1,4364.1,3.2
5981_itemu,1,1,0,1,0,40,1,1,fiber_optic,0,0,0,0,1,1,month_to_month,1,bank_transfer_(automatic),97.1,3706.95,3.24
5981_zvxot,0,0,1,0,0,35,1,1,fiber_optic,1,1,1,0,1,1,one_year,1,electronic_check,108.35,3726.15,3.61
5982_fpvqn,0,0,0,1,1,37,1,1,fiber_optic,0,1,1,0,0,1,month_to_month,1,electronic_check,95.15,3532.85,3.17
5982_psmkw,0,0,0,1,1,23,1,1,dsl,1,1,1,1,1,1,two_year,1,credit_card_(automatic),91.1,2198.3,3.04
5982_xmdex,0,0,0,0,0,65,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_(automatic),26.5,1698.55,0.88
5985_behzk,0,0,1,1,0,72,1,1,fiber_optic,0,1,1,0,1,1,one_year,0,credit_card_(automatic),105.0,7578.05,3.5
5985_tbabq,0,0,0,0,0,32,1,1,dsl,1,0,0,0,1,1,one_year,0,mailed_check,74.75,2282.95,2.49
5986_wwxdv,0,1,0,0,1,39,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_(automatic),19.35,779.2,0.64
5989_axpuc,0,0,0,1,0,68,1,1,fiber_optic,1,1,1,1,1,1,two_year,0,mailed_check,118.6,7990.05,3.95
5989_omnje,0,0,0,1,1,24,0,0,dsl,1,1,1,0,1,1,one_year,0,electronic_check,57.6,1367.75,1.92
5989_pgkjb,0,0,0,0,0,16,1,0,fiber_optic,0,1,0,0,0,1,month_to_month,1,electronic_check,86.25,1340.1,2.88
5993_bqhea,0,1,0,0,0,12,1,0,no,0,0,0,0,0,0,one_year,0,credit_card_(automatic),20.05,267.0,0.67
5993_jsuwv,0,0,0,0,0,66,1,0,dsl,1,1,1,0,0,0,two_year,1,bank_transfer_(automatic),61.15,4017.45,2.04
5995_lftle,0,1,0,0,0,58,1,1,no,0,0,0,0,0,0,two_year,1,credit_card_(automatic),25.3,1474.35,0.84
5995_oiglp,1,1,0,0,0,12,1,0,dsl,1,0,0,1,0,0,month_to_month,0,mailed_check,56.65,654.85,1.89
5995_snnew,0,1,1,1,0,23,1,1,fiber_optic,0,1,1,0,1,1,month_to_month,1,electronic_check,104.45,2184.85,3.48
5995_wwkkg,0,0,0,0,0,37,1,0,no,0,0,0,0,0,0,one_year,1,electronic_check,19.8,695.05,0.66
5996_daoql,0,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,1,mailed_check,20.45,20.45,0.68
5996_ebtkm,0,0,0,1,1,67,1,1,dsl,0,0,1,1,0,1,two_year,1,bank_transfer_(automatic),69.9,4615.9,2.33
5996_nrvxr,0,1,1,1,0,40,1,0,fiber_optic,1,1,1,1,1,0,one_year,1,credit_card_(automatic),98.15,4116.8,3.27
5997_opvfa,0,1,0,1,0,72,1,1,dsl,1,1,1,1,1,1,two_year,1,bank_transfer_(automatic),89.05,6254.45,2.97
5998_dzlyr,0,0,0,1,0,61,1,1,fiber_optic,0,1,0,1,0,1,two_year,1,bank_transfer_(automatic),94.35,5703.0,3.14
5998_vvejy,1,1,0,0,0,26,1,1,fiber_optic,0,0,0,1,0,0,month_to_month,1,electronic_check,80.5,2088.8,2.68
5999_lcxao,0,0,0,0,0,1,0,0,dsl,1,0,0,0,0,0,month_to_month,0,mailed_check,29.9,29.9,1.0
6000_apylu,1,1,0,0,0,9,1,0,fiber_optic,0,0,0,0,0,1,month_to_month,1,electronic_check,80.8,713.1,2.69
6000_uklwi,0,1,0,0,0,41,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.15,802.35,0.67
6005_obzph,1,0,1,0,0,26,1,1,fiber_optic,0,1,0,0,1,0,month_to_month,1,electronic_check,89.15,2277.65,2.97
6007_tctst,0,0,0,1,1,72,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,bank_transfer_(automatic),115.8,8476.5,3.86
6008_naixk,0,1,1,0,0,54,0,0,dsl,0,1,1,0,1,1,one_year,1,electronic_check,55.45,2966.95,1.85
6010_ddppw,0,1,0,1,0,70,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_(automatic),25.15,1940.85,0.84
6013_bhcaw,0,1,0,1,1,61,1,1,dsl,0,0,1,1,1,1,two_year,1,bank_transfer_(automatic),81.0,4976.15,2.7
6015_vvhhe,1,0,1,0,0,5,1,1,fiber_optic,0,0,0,0,1,0,month_to_month,1,credit_card_(automatic),83.15,446.05,2.77
6016_lvtjq,0,0,0,1,1,34,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,20.65,716.4,0.69
6016_nxbnj,0,1,0,0,0,35,1,0,no,0,0,0,0,0,0,one_year,1,mailed_check,19.15,638.0,0.64
6017_pplpx,1,1,0,1,1,20,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,70.45,1470.95,2.35
6022_kouqo,0,0,0,1,1,2,0,0,dsl,0,0,0,1,0,0,month_to_month,0,bank_transfer_(automatic),29.05,44.75,0.97
6022_uggso,1,0,1,0,0,32,1,0,fiber_optic,0,1,0,0,0,0,month_to_month,1,electronic_check,74.4,2276.95,2.48
6023_gssxw,0,0,0,1,0,69,1,0,dsl,0,1,0,0,0,1,two_year,1,credit_card_(automatic),61.45,4131.2,2.05
6023_yebup,1,1,0,0,0,3,1,1,fiber_optic,0,0,1,0,1,1,month_to_month,1,electronic_check,100.95,329.95,3.36
6024_ruggh,0,1,0,1,1,72,1,1,no,0,0,0,0,0,0,two_year,1,bank_transfer_(automatic),25.2,1798.9,0.84
6029_csmje,0,1,0,0,0,17,0,0,dsl,0,0,0,0,0,0,month_to_month,1,mailed_check,25.65,440.2,0.86
6029_wtipc,1,1,1,0,0,37,1,1,fiber_optic,0,0,1,0,1,1,month_to_month,1,electronic_check,101.1,3744.05,3.37
6030_rehux,0,0,1,1,0,28,1,1,fiber_optic,0,1,1,1,1,1,month_to_month,1,electronic_check,110.85,3204.4,3.7
6032_igaln,1,0,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month_to_month,1,mailed_check,25.1,25.1,0.84
6032_krxxo,1,1,0,0,0,30,1,0,fiber_optic,0,0,0,0,1,1,month_to_month,1,electronic_check,90.25,2755.35,3.01
6034_ymtob,0,0,0,0,0,5,1,0,fiber_optic,0,0,0,1,0,0,month_to_month,1,mailed_check,75.65,399.45,2.52
6034_zrycv,1,0,0,1,0,72,0,0,dsl,0,1,1,0,1,1,two_year,1,electronic_check,54.2,3937.45,1.81
6035_bxtty,0,0,1,0,0,32,1,0,dsl,0,1,0,1,0,0,month_to_month,0,bank_transfer_(automatic),54.65,1830.1,1.82
6035_riiom,0,0,0,0,0,54,1,1,fiber_optic,0,1,0,0,1,1,two_year,1,bank_transfer_(automatic),97.2,5129.45,3.24
6036_ttfyu,0,0,0,1,0,16,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,19.6,314.45,0.65
6038_gcyec,1,0,0,0,0,24,0,0,dsl,0,1,1,0,1,1,month_to_month,1,credit_card_(automatic),54.15,1240.25,1.8
6040_cgacy,0,0,0,0,0,15,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,19.6,299.4,0.65
6047_suhpr,0,1,0,1,1,39,1,0,dsl,1,1,1,0,0,0,one_year,0,electronic_check,59.8,2343.85,1.99
6047_yhpvi,1,1,0,0,0,5,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,69.7,316.9,2.32
6048_njxhx,0,1,0,1,0,41,1,0,no,0,0,0,0,0,0,two_year,1,electronic_check,19.75,899.45,0.66
6048_qbxkl,0,0,1,0,0,2,1,1,dsl,0,1,0,0,0,0,month_to_month,1,credit_card_(automatic),56.55,118.25,1.88
6048_uwkal,0,0,1,1,0,69,1,1,fiber_optic,0,1,0,1,1,1,two_year,0,credit_card_(automatic),105.4,6998.95,3.51
6050_ffxes,0,0,0,1,0,69,1,1,fiber_optic,0,0,1,1,1,1,two_year,0,bank_transfer_(automatic),105.35,7240.65,3.51
6050_ijrhs,0,0,0,1,1,70,1,1,fiber_optic,0,1,1,0,1,1,one_year,1,electronic_check,106.5,7397.0,3.55
6051_ptvns,0,0,0,1,1,55,1,0,no,0,0,0,0,0,0,one_year,0,credit_card_(automatic),19.15,998.1,0.64
6060_drtnl,1,0,1,0,0,5,1,0,fiber_optic,0,0,1,0,1,0,month_to_month,1,mailed_check,84.85,415.55,2.83
6060_qbmgv,0,1,0,1,0,70,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_(automatic),19.85,1433.8,0.66
6061_gwwav,0,1,0,0,1,41,1,0,dsl,1,1,1,0,1,0,one_year,0,mailed_check,70.2,2894.55,2.34
6061_pqhmk,0,0,0,0,0,25,1,0,no,0,0,0,0,0,0,one_year,0,credit_card_(automatic),19.9,527.5,0.66
6064_pupmc,0,1,0,1,1,23,1,0,dsl,1,0,0,1,0,0,one_year,0,credit_card_(automatic),57.2,1423.35,1.91
6064_zatlr,0,0,0,0,0,27,1,0,dsl,1,1,0,0,0,0,two_year,0,bank_transfer_(automatic),52.85,1498.65,1.76
6067_ngceu,0,0,0,0,0,65,1,1,fiber_optic,1,1,1,0,1,1,month_to_month,1,credit_card_(automatic),111.05,7107.0,3.7
6072_nuqcb,0,1,0,1,1,22,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_(automatic),20.25,488.25,0.68
6075_qmnrr,0,0,0,0,0,52,1,0,dsl,1,0,0,0,0,0,month_to_month,1,bank_transfer_(automatic),49.75,2535.55,1.66
6075_slnil,0,1,0,0,0,38,1,1,fiber_optic,0,1,1,0,0,1,month_to_month,1,credit_card_(automatic),95.1,3691.2,3.17
6077_bdpxa,0,0,0,0,0,3,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,70.15,194.2,2.34
6078_vesfr,0,1,1,1,0,13,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,0,bank_transfer_(automatic),70.45,849.1,2.35
6080_lnesi,0,1,0,0,0,51,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,24.75,1234.6,0.82
6080_tcmyc,0,1,0,1,1,40,1,1,fiber_optic,0,0,1,0,0,0,month_to_month,1,electronic_check,81.2,3292.3,2.71
6082_gljix,0,1,0,0,0,18,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,19.25,331.35,0.64
6082_oqfba,0,1,0,1,1,23,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.65,436.9,0.65
6086_esgrl,1,0,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,1,month_to_month,0,credit_card_(automatic),80.15,80.15,2.67
6087_mvhjh,1,0,0,0,0,16,1,1,fiber_optic,0,0,1,0,0,1,month_to_month,1,electronic_check,88.45,1422.1,2.95
6087_ypwho,0,1,0,1,0,72,1,1,dsl,1,1,1,1,0,0,two_year,0,mailed_check,68.15,4808.7,2.27
6088_bxmrg,0,0,0,1,1,32,1,1,fiber_optic,0,1,0,0,1,1,month_to_month,1,electronic_check,98.85,3089.6,3.3
6092_qzvpp,0,1,0,0,0,36,1,0,dsl,1,0,1,1,1,1,month_to_month,1,credit_card_(automatic),79.2,2854.95,2.64
6094_zivkx,0,0,0,0,0,68,1,0,dsl,1,0,1,0,0,0,one_year,1,credit_card_(automatic),54.45,3674.95,1.82
6096_egvtu,0,0,0,1,1,64,1,1,no,0,0,0,0,0,0,one_year,0,mailed_check,24.9,1595.5,0.83
6097_eqisj,1,0,0,1,1,66,1,1,fiber_optic,0,1,1,0,1,1,one_year,1,credit_card_(automatic),102.45,6615.15,3.42
6100_fjzdg,0,1,0,1,1,26,1,0,no,0,0,0,0,0,0,one_year,1,bank_transfer_(automatic),20.05,505.9,0.67
6100_qqheb,1,1,0,1,1,17,1,1,fiber_optic,0,0,0,0,1,1,month_to_month,1,electronic_check,92.55,1515.1,3.08
6101_imrmm,1,1,0,0,1,6,1,0,fiber_optic,0,0,1,0,1,1,month_to_month,0,mailed_check,94.5,575.45,3.15
6103_bocou,0,0,0,0,0,26,1,1,fiber_optic,0,0,1,0,0,0,month_to_month,1,electronic_check,80.7,2193.0,2.69
6103_lianb,0,1,0,1,1,59,1,1,fiber_optic,0,0,1,0,1,1,two_year,1,credit_card_(automatic),99.5,5861.75,3.32
6103_qckfx,0,0,0,1,1,44,1,0,dsl,1,0,0,1,0,0,month_to_month,0,bank_transfer_(automatic),56.25,2419.55,1.88
6108_oqzdq,1,0,0,1,1,4,1,1,fiber_optic,0,1,0,0,1,1,month_to_month,1,electronic_check,97.95,384.5,3.26
6110_ohihy,1,1,0,0,0,3,1,0,fiber_optic,0,0,0,0,1,0,month_to_month,0,electronic_check,79.25,267.6,2.64
6112_kthfq,0,0,0,0,0,13,1,0,no,0,0,0,0,0,0,month_to_month,1,mailed_check,19.3,279.3,0.64
6114_tcfid,0,0,0,0,0,29,0,0,dsl,1,1,0,1,0,0,one_year,0,credit_card_(automatic),39.5,1082.75,1.32
6115_ztbfq,0,0,0,1,0,72,0,0,dsl,1,1,1,1,1,1,two_year,0,bank_transfer_(automatic),65.5,4919.7,2.18
6116_rfvhn,0,0,0,1,0,34,1,1,fiber_optic,0,0,1,0,1,1,month_to_month,1,electronic_check,100.45,3414.65,3.35
6119_spudb,0,1,0,0,0,46,0,0,dsl,1,0,1,1,0,0,two_year,0,mailed_check,38.25,1755.35,1.27
6120_rjklu,0,0,1,1,0,62,1,0,dsl,1,0,1,1,1,1,two_year,1,credit_card_(automatic),79.95,4819.75,2.66
6121_tnhbo,0,0,1,0,0,63,1,1,dsl,1,1,1,1,1,0,one_year,0,bank_transfer_(automatic),83.0,5243.05,2.77
6121_vznqb,1,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,1,mailed_check,19.1,19.1,0.64
6122_efvkn,0,1,0,0,1,24,0,0,dsl,1,0,0,1,0,0,two_year,0,mailed_check,35.75,830.8,1.19
6122_ljada,0,1,0,1,1,70,1,1,dsl,1,1,1,1,1,1,two_year,1,credit_card_(automatic),90.15,6237.05,3.01
6124_acrhj,0,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,19.75,19.75,0.66
6127_isgtu,1,0,0,1,0,16,1,1,fiber_optic,0,0,0,0,1,0,month_to_month,1,electronic_check,84.95,1378.25,2.83
6127_iyjoz,0,1,1,0,0,1,1,0,dsl,0,0,0,0,0,0,month_to_month,1,mailed_check,45.85,45.85,1.53
6128_aqbmt,0,1,1,1,0,41,0,0,dsl,0,1,1,0,1,1,month_to_month,1,electronic_check,53.95,2215.4,1.8
